price,Locality,Area,Possession Status,Furnishing Status,Number of Rooms,Number of Bathroom,Number of Parking,View /Facing,Floor No.,Additional Rooms,Age of Property (Years),Total Floor Count,clustering
82.0,Madinaguda,1210.0,Ready To Move,Semi-Furnished,2,2,1,North East,3.0,Pooja Room,5-7,4.0,premium
25.0,Patancheru,1100.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
57.0,Ameenpur,1200.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
55.0,Patancheru,1350.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,6.0,low
46.0,Gandi Maisamma,1174.0,Under Construction,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,20.0,premium
39.28,Bacharam,1455.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,low
62.0,Barkatpura,1150.0,Ready To Move,Semi-Furnished,2,2,1,West,2.0,Pooja Room,8-10,5.0,premium
58.0,Patancheru,1160.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
70.0,Kphb,1300.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,premium
46.33,Krishna Reddy Pet,1130.0,Under Construction,Unfurnished,2,2,1,East,6.0,Pooja Room,0-1,12.0,premium
60.0,Kphb,1000.0,Under Construction,Semi-Furnished,2,2,1,North West,3.0,Pooja Room,0-1,6.0,premium
92.0,Bandlaguda Jagir,1550.0,Ready To Move,Unfurnished,3,3,2,East,1.0,Pooja Room,2-4,9.0,low
56.38,Ameenpur,1200.0,Under Construction,Unfurnished,2,2,1,North,3.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
47.71,Ghatkesar,1110.0,Ready To Move,Semi-Furnished,2,2,1,North,3.0,Pooja Room,0-1,11.0,premium
60.48,Hafeezpet,1120.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
80.84,Ghatkesar,1650.0,Ready To Move,Semi-Furnished,3,2,1,South,6.0,Pooja Room,0-1,9.0,low
46.0,Shankarpalli,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
57.0,Bachupally,1180.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
54.0,Pragathi Nagar,1140.0,Ready To Move,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
57.0,Old Bowenpally,990.0,Ready To Move,Unfurnished,2,2,1,West,2.0,"Pooja Room,Study Room",0-1,5.0,premium
62.0,Patancheru,1300.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
62.0,Kphb,1058.0,Under Construction,Semi-Furnished,2,2,1,North East,4.0,Pooja Room,0-1,7.0,premium
65.0,Uppal,1125.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,12.0,premium
56.0,Kollur,2004.0,Under Construction,Unfurnished,3,3,1,North East,18.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,15.0,high
29.0,Bacharam,1200.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
50.0,Madhapur,1205.0,Under Construction,Unfurnished,2,2,1,East,1.0,"Pooja Room,Study Room",0-1,7.0,premium
76.26,Kondapur,1230.0,Under Construction,Unfurnished,2,2,1,North East,18.0,Pooja Room,0-1,12.0,premium
55.0,Isnapur,1450.0,Under Construction,Unfurnished,2,2,2,East,2.0,"Pooja Room,Servant Room,Study Room",0-1,12.0,low
65.0,Bachupally,1115.0,Ready To Move,Semi-Furnished,2,2,1,North,6.0,Study Room,2-4,9.0,premium
47.92,Chandanagar,1065.0,Ready To Move,Unfurnished,2,2,1,North,3.0,Pooja Room,0-1,10.0,premium
58.0,Ameenpur,1350.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,1.0,low
72.12,Ameenpur,1535.0,Under Construction,Unfurnished,3,3,1,North,3.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,low
65.0,Kukatpally,1000.0,Under Construction,Unfurnished,2,2,1,North,2.0,Pooja Room,0-1,4.0,premium
64.0,Kphb,1000.0,Under Construction,Unfurnished,2,2,1,Park Facing,3.0,Pooja Room,0-1,6.0,premium
41.0,Uppal,850.0,Ready To Move,Furnished,2,2,1,East,2.0,Pooja Room,10+,3.0,premium
140.0,Manikonda,1990.0,Ready To Move,Furnished,3,4,1,West,18.0,Pooja Room,2-4,20.0,high
85.2,Kompally,1775.0,Ready To Move,Unfurnished,3,3,2,West,3.0,"Pooja Room,Study Room",0-1,4.0,low
64.28,Nizampet,1148.0,Under Construction,Unfurnished,2,2,1,North,3.0,Pooja Room,0-1,6.0,premium
55.0,Gajularamaram,1160.0,Ready To Move,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
60.0,Nizampet,1000.0,Under Construction,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,20.0,premium
57.0,Alwal,1303.0,Ready To Move,Unfurnished,2,2,1,East,6.0,"Pooja Room,Study Room",2-4,7.0,premium
74.99,Bachupally,1350.0,Under Construction,Unfurnished,2,2,1,East,6.0,Extra Room,2-4,6.0,low
55.0,Nizampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
128.0,Kompally,2237.1499999999996,Ready To Move,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,6.0,high
85.5,Kompally,1800.0,Under Construction,Unfurnished,3,2,2,East,2.0,Pooja Room,0-1,4.0,low
85.0,Kondapur,1435.0,Ready To Move,Furnished,2,2,1,East,1.0,Pooja Room,0-1,8.0,low
50.0,Gandi Maisamma,1250.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,7.0,premium
61.0,Kondapur,1050.0,Ready To Move,Unfurnished,2,1,1,West,5.0,Pooja Room,0-1,5.0,premium
89.0,Narsingi,1290.0,Ready To Move,Furnished,3,2,1,East,18.0,"Pooja Room,Servant Room,Study Room,Extra Room",2-4,4.0,premium
50.72,Ameenpur,1180.0,Under Construction,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,6.0,premium
62.48,Kollur,1250.0,Under Construction,Semi-Furnished,2,2,1,East,6.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,15.0,premium
84.0,Miyapur,1300.0,Ready To Move,Semi-Furnished,2,2,1,East,2.0,Pooja Room,2-4,5.0,premium
24.0,Shamirpet,1100.0,Under Construction,Unfurnished,2,2,2,East,4.0,Pooja Room,0-1,10.0,premium
24.15,Medchal,1050.0,Under Construction,Unfurnished,2,2,1,Park Facing,2.0,"Pooja Room,Servant Room",0-1,5.0,premium
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,3.0,"Pooja Room,Study Room",0-1,5.0,high
77.0,Suraram Colony,1750.0,Under Construction,Unfurnished,3,3,1,East,1.0,"Pooja Room,Study Room,Extra Room",0-1,1.0,low
28.73,Medchal,1250.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Servant Room,Study Room",0-1,12.0,premium
53.0,Gajularamaram,1150.0,Ready To Move,Semi-Furnished,2,2,1,North,3.0,Pooja Room,0-1,5.0,premium
73.0,Miyapur,1300.0,Ready To Move,Semi-Furnished,2,2,1,North,3.0,Pooja Room,0-1,4.0,premium
132.0,Trimulgherry,2025.0,Under Construction,Unfurnished,3,4,2,East,1.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,4.0,high
57.0,Pragathi Nagar,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
39.0,Dammaiguda,1000.0,Ready To Move,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
50.3,Patancheru,1048.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,4.0,premium
92.0,Bandlaguda Jagir,1550.0,Ready To Move,Furnished,3,4,3,East,9.0,Pooja Room,0-1,9.0,low
140.0,Gachibowli,2237.1499999999996,Ready To Move,Unfurnished,4,4,2,West,4.0,Servant Room,0-1,20.0,high
64.0,Miyapur,1058.0,Under Construction,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,7.0,premium
52.87,Ghatkesar,1230.0,Ready To Move,Furnished,2,2,1,South,18.0,Pooja Room,0-1,12.0,premium
140.0,Manikonda,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,5.0,"Pooja Room,Servant Room",0-1,6.0,high
30.0,Muthangi,1240.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
45.4,Dammaiguda,1009.0,Ready To Move,Unfurnished,2,2,1,West,5.0,Servant Room,0-1,5.0,premium
84.3,Bandlaguda,1405.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,1.0,low
53.73,Ghatkesar,1250.0,Ready To Move,Semi-Furnished,2,1,1,South East,4.0,Pooja Room,2-4,9.0,premium
81.0,Hafeezpet,1350.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,2-4,6.0,low
64.0,Kukatpally,1000.0,Under Construction,Unfurnished,2,2,1,South,3.0,Pooja Room,0-1,6.0,premium
95.0,Kompally,1300.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Study Room",0-1,5.0,premium
56.0,Pragathi Nagar,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
62.0,Ameenpur,1250.0,Ready To Move,Semi-Furnished,2,2,2,East,1.0,Pooja Room,0-1,20.0,premium
52.0,Bachupally,1140.0,Ready To Move,Semi-Furnished,2,2,1,West,2.0,Pooja Room,0-1,5.0,premium
68.25,Gachibowli,1050.0,Ready To Move,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room",0-1,5.0,premium
43.73,Isnapur,1173.0,Ready To Move,Unfurnished,2,2,1,East,1.0,"Pooja Room,Extra Room",0-1,5.0,premium
75.08,Alkapoor,1135.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
85.0,Kondapur,1435.0,Ready To Move,Furnished,2,2,1,East,2.0,Pooja Room,0-1,9.0,low
81.0,Tarnaka,1320.0,Ready To Move,Unfurnished,2,2,2,East,1.0,"Pooja Room,Study Room",0-1,5.0,premium
62.0,Kachiguda,1120.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,5-7,5.0,premium
53.9,Miyapur,1147.0,Under Construction,Unfurnished,2,2,2,East,18.0,Pooja Room,0-1,14.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,3,1,North,2.0,Pooja Room,0-1,5.0,low
84.0,Madinaguda,1300.0,Ready To Move,Unfurnished,3,3,1,East,2.0,Pooja Room,0-1,8.0,premium
71.04,Bachupally,1279.0,Under Construction,Unfurnished,2,2,1,West,6.0,Extra Room,0-1,6.0,premium
60.0,Ameenpur,1350.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,low
56.0,Pragathi Nagar,1050.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,20.0,premium
55.0,Isnapur,1450.0,Ready To Move,Unfurnished,2,2,2,East,2.0,Study Room,0-1,6.0,low
81.81,Kompally,1670.0,Ready To Move,Unfurnished,3,3,2,West,1.0,Pooja Room,0-1,5.0,low
62.0,Kphb,1158.0,Under Construction,Semi-Furnished,2,2,1,North,4.0,Pooja Room,0-1,7.0,premium
54.0,Pragathi Nagar,1120.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,2-4,5.0,premium
86.0,Manikonda,1610.0,Ready To Move,Semi-Furnished,2,2,1,North,2.0,Pooja Room,8-10,5.0,low
54.0,Miyapur,1000.0,Under Construction,Semi-Furnished,2,2,1,North West,2.0,Pooja Room,0-1,7.0,premium
60.0,Patancheru,1000.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
36.0,Suraram,1050.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,9.0,premium
140.0,Madhapur,2237.1499999999996,Ready To Move,Unfurnished,4,4,2,North East,18.0,Pooja Room,0-1,5.0,high
140.0,Alkapoor,2237.1499999999996,Ready To Move,Furnished,3,3,2,East,1.0,"Pooja Room,Servant Room,Study Room,Extra Room",5-7,5.0,high
33.6,Patancheru Shankarpalli Road,1120.0,Under Construction,Unfurnished,2,2,1,East,5.0,"Pooja Room,Study Room,Extra Room",0-1,6.0,premium
25.3,Medchal,1150.0,Under Construction,Unfurnished,2,2,1,East,1.0,"Pooja Room,Study Room",2-4,5.0,premium
50.0,Patancheru,1200.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,premium
24.13,Medchal,1050.0,Under Construction,Unfurnished,2,2,2,East,2.0,"Pooja Room,Servant Room,Study Room",0-1,12.0,premium
62.0,Kphb,1058.0,Under Construction,Semi-Furnished,2,2,1,North,3.0,Pooja Room,0-1,7.0,premium
64.0,Borabanda,1100.0,Under Construction,Semi-Furnished,2,2,1,South,2.0,Pooja Room,0-1,7.0,premium
62.0,Kphb,1002.0,Under Construction,Semi-Furnished,2,2,1,North East,4.0,Pooja Room,0-1,7.0,premium
62.0,Kphb,1058.0,Under Construction,Semi-Furnished,2,2,1,South,3.0,Pooja Room,0-1,7.0,premium
97.0,Miyapur,1940.0,Under Construction,Unfurnished,3,3,1,East,6.0,"Pooja Room,Servant Room",0-1,13.0,high
29.4,Velmala,1050.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,12.0,premium
60.44,Bachupally,1099.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,20.0,premium
24.13,Medchal,1050.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Servant Room,Study Room",0-1,6.0,premium
96.97,Kompally,1726.0,Ready To Move,Unfurnished,3,3,2,East,5.0,"Pooja Room,Study Room",0-1,5.0,low
57.0,Kondapur,1000.0,Ready To Move,Unfurnished,2,1,1,East,4.0,Pooja Room,0-1,5.0,premium
24.29,Medchal,1105.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
52.0,Pragathi Nagar,1150.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
54.45,Pocharam,1210.0,Under Construction,Unfurnished,2,2,2,North East,3.0,Pooja Room,0-1,11.0,premium
80.0,Balapur,1200.0,Ready To Move,Unfurnished,3,2,1,East,4.0,Pooja Room,0-1,4.0,premium
80.0,Manikonda,1420.0,Ready To Move,Semi-Furnished,3,3,1,East,1.0,Pooja Room,5-7,5.0,low
63.25,Pragathi Nagar,1150.0,Ready To Move,Semi-Furnished,2,2,2,West,1.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
60.0,Gajularamaram,1150.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
140.0,Gachibowli,1945.0,Ready To Move,Semi-Furnished,3,3,2,North,2.0,Pooja Room,2-4,9.0,high
51.43,Narapally,1143.0,Ready To Move,Unfurnished,2,2,1,North East,1.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
100.0,Gachibowli,1435.0,Ready To Move,Semi-Furnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,low
52.0,Ghatkesar,1300.0,Ready To Move,Unfurnished,3,1,2,North,4.0,Study Room,0-1,7.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,3,1,North West,3.0,Pooja Room,0-1,5.0,low
65.0,Bachupally,1140.0,Under Construction,Semi-Furnished,2,2,2,East,3.0,"Pooja Room,Study Room,Extra Room",2-4,5.0,premium
61.2,Kondapur,1020.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
81.2,Madinaguda,1670.0,Ready To Move,Unfurnished,3,3,1,West,5.0,Pooja Room,0-1,7.0,low
45.85,Dammaiguda,1019.0,Ready To Move,Unfurnished,2,2,1,East,1.0,Servant Room,0-1,5.0,premium
65.77,Bachupally,1184.0,Under Construction,Unfurnished,2,2,2,East,1.0,Extra Room,0-1,6.0,premium
58.0,Ghatkesar,1000.0,Ready To Move,Unfurnished,2,2,1,East,3.0,"Pooja Room,Servant Room,Study Room",0-1,5.0,premium
28.8,Shamirpet,1200.0,Under Construction,Unfurnished,2,2,1,North,1.0,Servant Room,0-1,10.0,premium
64.88,Bachupally,1180.0,Under Construction,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
41.85,Bacharam,1550.0,Under Construction,Unfurnished,3,3,2,North West,3.0,Pooja Room,0-1,5.0,low
24.13,Medchal,1050.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Servant Room,Study Room",0-1,6.0,premium
47.0,Ameenpur,1200.0,Under Construction,Unfurnished,2,2,1,North,2.0,Pooja Room,0-1,10.0,premium
24.48,Medchal,1065.0,Under Construction,Unfurnished,2,2,2,East,18.0,"Pooja Room,Extra Room",0-1,5.0,premium
33.0,Patancheru,910.0,Ready To Move,Unfurnished,2,2,2,East,1.0,"Pooja Room,Servant Room,Study Room",0-1,5.0,premium
61.35,Pragathi Nagar,1800.0,Ready To Move,Unfurnished,2,2,1,East,4.0,"Pooja Room,Study Room",0-1,13.0,low
60.48,Madinaguda,1120.0,Under Construction,Unfurnished,2,2,1,East,4.0,Study Room,0-1,5.0,premium
53.0,Kompally,1365.0,Ready To Move,Unfurnished,3,1,1,East,5.0,Extra Room,0-1,7.0,low
36.88,Narapally,1230.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,15.0,premium
62.0,Kphb,1158.0,Under Construction,Semi-Furnished,2,2,1,North,4.0,Pooja Room,0-1,7.0,premium
56.0,Miyapur,1050.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,7.0,premium
63.0,Kphb,1070.0,Under Construction,Semi-Furnished,2,2,1,North West,4.0,Pooja Room,0-1,7.0,premium
66.0,Miyapur,1058.0,Under Construction,Semi-Furnished,2,2,1,Garden Facing,5.0,Pooja Room,0-1,7.0,premium
52.0,Bachupally,1398.0,Ready To Move,Semi-Furnished,3,2,1,North,4.0,Pooja Room,0-1,8.0,low
62.5,Gajularamaram,1250.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,6.0,premium
60.0,Pragathi Nagar,1200.0,Under Construction,Furnished,2,2,5,East,1.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,9.0,premium
48.5,Kphb,1160.0,Under Construction,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
70.0,Ameenpur,1300.0,Under Construction,Unfurnished,3,3,2,East,18.0,Pooja Room,0-1,20.0,premium
70.0,Nagole,1287.0,Ready To Move,Unfurnished,2,2,2,East,18.0,"Pooja Room,Study Room",0-1,5.0,premium
24.13,Medchal,1050.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Servant Room,Study Room",0-1,5.0,premium
92.0,Bandlaguda Jagir,1550.0,Ready To Move,Furnished,3,4,2,East,5.0,Pooja Room,2-4,8.0,low
58.0,Uppal,1150.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
24.48,Medchal,1065.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Study Room",0-1,5.0,premium
76.27,Manikonda,1315.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
56.0,Pragathi Nagar,1160.0,Ready To Move,Semi-Furnished,2,2,1,North,3.0,Pooja Room,2-4,5.0,premium
50.0,Bachupally,1050.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
43.74,Hayathnagar,972.0,Under Construction,Unfurnished,2,4,2,East,18.0,"Pooja Room,Servant Room,Study Room",0-1,5.0,premium
78.0,Miyapur,1240.0,Ready To Move,Semi-Furnished,3,2,1,West,5.0,Pooja Room,0-1,8.0,premium
70.0,Patancheru,1050.0,Ready To Move,Semi-Furnished,2,2,1,East,2.0,Pooja Room,2-4,3.0,premium
57.0,Narayanguda,1050.0,Ready To Move,Semi-Furnished,2,2,1,West,2.0,Pooja Room,10+,5.0,premium
41.0,Miyapur,1150.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
108.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,3.0,Pooja Room,0-1,8.0,high
58.0,Nagole,1058.0,Under Construction,Unfurnished,2,2,2,East,18.0,"Pooja Room,Study Room",0-1,20.0,premium
37.48,Narapally,1250.0,Under Construction,Unfurnished,2,2,2,East,5.0,Pooja Room,0-1,15.0,premium
108.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,3.0,Pooja Room,0-1,8.0,high
58.0,Nagole,1058.0,Under Construction,Unfurnished,2,2,2,East,18.0,"Pooja Room,Study Room",0-1,20.0,premium
49.95,Ghatkesar,1110.0,Ready To Move,Semi-Furnished,2,2,1,North West,4.0,Study Room,0-1,12.0,premium
47.69,Gandi Maisamma,1192.0,Under Construction,Unfurnished,3,2,2,East,18.0,Pooja Room,0-1,20.0,premium
65.0,Kphb,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
33.0,Medchal,1100.0,Under Construction,Unfurnished,2,2,1,East,18.0,Study Room,0-1,5.0,premium
57.0,Miyapur,1180.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
95.7,Osman Nagar,1740.0,Under Construction,Unfurnished,3,3,1,East,9.0,Pooja Room,0-1,20.0,low
30.0,Isnapur,1050.0,Ready To Move,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room",0-1,5.0,premium
90.0,Alwal,1620.0,Ready To Move,Semi-Furnished,3,3,2,West,5.0,Pooja Room,0-1,5.0,low
100.0,Rajendra Nagar,1000.0,Ready To Move,Unfurnished,2,2,2,North,1.0,"Pooja Room,Study Room",0-1,1.0,premium
86.0,Manikonda,1590.0,Under Construction,Unfurnished,3,3,1,East,3.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,low
30.24,Bacharam,1120.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,5.0,premium
44.55,Bacharam,1650.0,Under Construction,Unfurnished,3,3,1,East,5.0,Pooja Room,0-1,5.0,low
43.56,Narapally,1210.0,Under Construction,Unfurnished,2,1,2,East,18.0,Pooja Room,0-1,20.0,premium
31.62,Bacharam,1150.0,Under Construction,Unfurnished,2,2,1,East,1.0,"Pooja Room,Study Room",0-1,1.0,premium
68.0,Kondapur,1090.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,5-7,5.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
48.0,Miyapur,1160.0,Ready To Move,Semi-Furnished,2,2,1,North,4.0,Pooja Room,2-4,5.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,North,1.0,Pooja Room,2-4,5.0,low
46.0,Bachupally,1100.0,Ready To Move,Semi-Furnished,2,1,1,East,3.0,Pooja Room,0-1,5.0,premium
130.0,Hastinapuram,1000.0,Under Construction,Unfurnished,2,2,4,North,18.0,Pooja Room,0-1,2.0,premium
114.99999999999999,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,10.0,high
54.51,Ghatkesar,1268.0,Under Construction,Unfurnished,2,2,1,North West,18.0,Pooja Room,0-1,12.0,premium
72.0,Tolichowki,1422.0,Ready To Move,Unfurnished,3,1,2,Garden Facing,4.0,"Pooja Room,Extra Room",0-1,7.0,low
88.0,Bachupally,1600.0,Under Construction,Unfurnished,3,3,1,East,8.0,Pooja Room,0-1,20.0,low
64.0,Kphb,1158.0,Under Construction,Semi-Furnished,2,2,1,Park Facing,4.0,Pooja Room,0-1,6.0,premium
62.5,Kphb,1158.0,Under Construction,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,7.0,premium
57.0,Miyapur,1058.0,Under Construction,Semi-Furnished,2,2,1,North,4.0,Pooja Room,0-1,7.0,premium
36.79,Isnapur,1150.0,Ready To Move,Unfurnished,2,2,1,East,3.0,"Pooja Room,Servant Room,Study Room",0-1,3.0,premium
123.0,Hastinapuram,1833.0,Under Construction,Unfurnished,3,3,2,West,2.0,"Pooja Room,Extra Room",0-1,11.0,high
50.85,Peerancheruv,1130.0,Ready To Move,Semi-Furnished,2,2,1,North West,6.0,Pooja Room,2-4,9.0,premium
70.99,Bachupally,1278.0,Under Construction,Unfurnished,2,2,1,East,6.0,Extra Room,2-4,6.0,premium
63.75,Bachupally,1275.0,Under Construction,Unfurnished,2,2,1,East,6.0,Pooja Room,0-1,14.0,premium
125.0,Bachupally,2237.1499999999996,Ready To Move,Unfurnished,3,3,1,East,5.0,"Pooja Room,Study Room,Extra Room",0-1,6.0,high
36.75,Shankarpalli,1050.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
118.0,Kompally,2237.1499999999996,Ready To Move,Unfurnished,3,3,2,South East,3.0,Pooja Room,0-1,4.0,high
100.0,Lingampally,1000.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
63.0,Kphb,1150.0,Under Construction,Semi-Furnished,2,2,1,North,4.0,Pooja Room,0-1,5.0,premium
80.0,Sainikpuri,1650.0,Ready To Move,Unfurnished,3,3,2,East,3.0,Pooja Room,0-1,5.0,low
60.75,Chintalmet,1350.0,Ready To Move,Semi-Furnished,2,2,1,East,18.0,Extra Room,0-1,7.0,low
25.06,Medchal,1140.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,6.0,premium
54.0,Bachupally,1140.0,Ready To Move,Semi-Furnished,2,2,1,North,3.0,Pooja Room,0-1,5.0,premium
53.73,Ghatkesar,1250.0,Ready To Move,Unfurnished,2,2,1,South,2.0,Pooja Room,0-1,9.0,premium
54.0,Old Bowenpally,1100.0,Ready To Move,Unfurnished,2,2,1,East,3.0,"Pooja Room,Study Room",0-1,5.0,premium
109.00000000000001,Kokapet,1960.0,Under Construction,Unfurnished,3,3,1,East,5.0,Servant Room,0-1,9.0,high
62.5,Pragathi Nagar,1250.0,Ready To Move,Furnished,2,2,3,Garden Facing,2.0,"Pooja Room,Servant Room,Study Room,Extra Room",2-4,9.0,premium
60.3,Bachupally,1160.0,Under Construction,Unfurnished,2,3,1,East,5.0,"Pooja Room,Study Room,Extra Room",0-1,7.0,premium
48.0,Ameenpur,1050.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,2-4,8.0,premium
55.69,Bachupally,1185.0,Under Construction,Semi-Furnished,2,2,2,East,3.0,Pooja Room,0-1,6.0,premium
49.0,Shankarpalli,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
49.44,Patancheru,1030.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,4.0,premium
74.64,Uppal,1244.0,Ready To Move,Semi-Furnished,2,2,1,West,7.0,Pooja Room,2-4,8.0,premium
53.0,Patancheru,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,8.0,premium
52.0,Gandi Maisamma,1300.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,2-4,4.0,premium
