price,Locality,Area,Possession Status,Furnishing Status,Number of Rooms,Number of Bathroom,Number of Parking,View /Facing,Floor No.,Additional Rooms,Age of Property (Years),Total Floor Count,clustering
40.25,Bowrampet,1150.0,Ready To Move,Semi-Furnished,2,2,1,West,6.0,Pooja Room,0-1,9.0,premium
40.93,Bowrampet,1170.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,"Pooja Room,Study Room",0-1,9.0,premium
140.0,Jubilee Hills,1000.0,Ready To Move,Semi-Furnished,2,2,1,East,2.0,Pooja Room,2-4,3.0,premium
130.0,Hitech City,1710.0,Under Construction,Unfurnished,3,3,2,East,8.0,Pooja Room,0-1,20.0,low
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North,1.0,Pooja Room,0-1,1.0,high
75.0,Miyapur,1220.0,Ready To Move,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,3.0,premium
40.58,Bowrampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
40.93,Bowrampet,1170.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
133.0,Gachibowli,2237.1499999999996,Ready To Move,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,1.0,high
27.48,Medchal,1100.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
100.0,Uppal,1823.0,Ready To Move,Unfurnished,3,3,1,North,2.0,Pooja Room,0-1,8.0,low
90.0,Nizampet,1565.0,Under Construction,Unfurnished,3,3,1,East,1.0,Pooja Room,0-1,5.0,low
57.38,Nacharam,1594.0,Under Construction,Unfurnished,3,3,1,East,2.0,Pooja Room,0-1,10.0,low
60.0,Whisper Valley,1075.0,Ready To Move,Unfurnished,2,2,1,Park Facing,2.0,Extra Room,2-4,10.0,premium
57.55,Bn Reddy Nagar,1151.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Extra Room,0-1,5.0,premium
40.28,Dundigal,1060.0,Under Construction,Unfurnished,2,2,2,East,3.0,Pooja Room,0-1,5.0,premium
51.6,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
40.58,Bowrampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
40.25,Bowrampet,1150.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
79.84,Ameenpur,1610.0,Ready To Move,Unfurnished,3,3,2,East,4.0,Pooja Room,0-1,15.0,low
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,South West,1.0,Pooja Room,0-1,1.0,high
89.68,Bachupally,1950.0,Under Construction,Unfurnished,3,3,2,East,8.0,Pooja Room,0-1,15.0,high
43.23,Muthangi,1730.0,Under Construction,Unfurnished,3,3,1,North East,5.0,Pooja Room,0-1,10.0,low
133.0,Kompally,2237.1499999999996,Ready To Move,Semi-Furnished,3,3,2,East,1.0,Pooja Room,0-1,1.0,high
140.0,Sri Nagar Colony,1670.0,Ready To Move,Semi-Furnished,3,3,1,East,3.0,Pooja Room,0-1,5.0,low
60.0,Kondapur,1400.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,20.0,low
89.68,Bachupally,1950.0,Under Construction,Semi-Furnished,3,3,1,East,6.0,Pooja Room,0-1,15.0,high
90.0,Madinaguda,1986.0,Ready To Move,Unfurnished,3,3,1,South East,3.0,Extra Room,2-4,12.0,high
87.0,Kompalli,1854.0,Ready To Move,Unfurnished,3,2,1,Garden Facing,2.0,Extra Room,2-4,15.0,high
55.0,Kapra,1000.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
120.0,Kphb,1750.0,Ready To Move,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,2.0,low
55.0,Patighanpur,1265.0,Under Construction,Unfurnished,2,2,1,East,18.0,"Pooja Room,Study Room",0-1,15.0,premium
43.4,Kompally,1240.0,Under Construction,Unfurnished,2,3,1,East,5.0,Pooja Room,0-1,5.0,premium
14.5,Meerpet,1000.0,Ready To Move,Furnished,2,2,2,East,2.0,"Pooja Room,Study Room",10+,4.0,premium
140.0,Chandrayangutta,1200.0,Ready To Move,Unfurnished,3,3,1,East,1.0,"Pooja Room,Study Room",0-1,5.0,premium
48.2,Chanda Nagar,1205.0,Under Construction,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,20.0,premium
74.0,Tellapur,1250.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,8.0,premium
62.97,Gundlapochampalli,1145.0,Ready To Move,Unfurnished,2,2,1,West,2.0,Study Room,0-1,5.0,premium
140.0,Gundlapochampalli,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North West,1.0,Pooja Room,0-1,1.0,high
140.0,Kondapur,2237.1499999999996,Ready To Move,Furnished,3,3,2,East,3.0,Pooja Room,5-7,7.0,high
68.25,Gopanpally,1820.0,Under Construction,Unfurnished,3,3,2,East,18.0,"Pooja Room,Study Room",0-1,20.0,low
45.0,Shamirpet,1150.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,7.0,premium
90.0,Gachibowli,1756.0,Ready To Move,Unfurnished,3,2,1,North,2.0,Extra Room,2-4,5.0,low
45.0,Malakpet,970.0,Ready To Move,Semi-Furnished,2,2,2,East,1.0,Pooja Room,5-7,5.0,premium
51.28,Velmala,1350.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,low
53.1,Pragathi Nagar,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
70.0,Dundigal,1700.0,Ready To Move,Unfurnished,3,2,1,South,3.0,Extra Room,2-4,5.0,low
40.6,Bowrampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,7.0,Pooja Room,0-1,9.0,premium
67.62,Kollur,2237.1499999999996,Under Construction,Unfurnished,2,3,3,East,4.0,Pooja Room,0-1,9.0,high
31.0,Nacharam,1215.0,Under Construction,Unfurnished,2,2,1,West,1.0,Pooja Room,0-1,10.0,premium
55.0,Uppal,1150.0,Ready To Move,Unfurnished,2,2,2,North West,4.0,Pooja Room,2-4,6.0,premium
44.0,Kollur,1150.0,Ready To Move,Semi-Furnished,2,2,1,West,6.0,Pooja Room,0-1,9.0,premium
60.0,Siddipet,1200.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
79.54,Bandlaguda,1530.0,Under Construction,Unfurnished,3,2,1,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,low
41.18,Bowrampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
90.0,Manikonda,1750.0,Ready To Move,Semi-Furnished,3,3,3,East,3.0,"Pooja Room,Study Room",2-4,5.0,low
85.0,Madhapur,1400.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,2.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,5.0,low
72.9,Bacharam,2237.1499999999996,Under Construction,Unfurnished,2,2,1,North,1.0,Pooja Room,0-1,5.0,high
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,1.0,high
112.99999999999999,Narsingi,1885.0,Under Construction,Semi-Furnished,3,3,3,East,1.0,Pooja Room,0-1,11.0,high
70.0,Miyapur,1945.0,Under Construction,Unfurnished,3,3,1,East,3.0,Extra Room,0-1,10.0,high
44.4,Pragathi Nagar,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
29.3,Shamirpet,1127.0,Under Construction,Unfurnished,2,2,1,East,4.0,Extra Room,0-1,9.0,premium
87.5,Ghatkesar,1000.0,Ready To Move,Unfurnished,4,2,1,North,2.0,"Pooja Room,Servant Room,Study Room",0-1,3.0,premium
79.0,Pragathi Nagar,1500.0,Ready To Move,Unfurnished,3,3,2,South,1.0,Extra Room,0-1,5.0,low
90.0,Shaikpet,2019.0,Ready To Move,Unfurnished,3,3,2,West,18.0,Pooja Room,2-4,20.0,high
90.0,Hafeezpet,2237.1499999999996,Ready To Move,Unfurnished,3,3,2,West,8.0,Extra Room,2-4,20.0,high
24.31,Medchal,1105.0,Under Construction,Unfurnished,2,2,2,East,3.0,Pooja Room,0-1,5.0,premium
80.0,Miyapur,1100.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
42.12,Bowrampet,1170.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
140.0,Manikonda,2237.1499999999996,Ready To Move,Furnished,3,4,2,East,18.0,"Pooja Room,Servant Room",2-4,20.0,high
90.0,Hafeezpet,1908.0,Ready To Move,Unfurnished,3,2,1,Road View,4.0,Extra Room,2-4,10.0,high
52.5,Hayathnagar,1050.0,Under Construction,Unfurnished,2,2,1,East,18.0,"Pooja Room,Servant Room,Study Room",0-1,5.0,premium
68.0,Boduppal,1100.0,Ready To Move,Furnished,2,2,2,East,4.0,Extra Room,0-1,5.0,premium
100.0,Gachibowli,1350.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,6.0,low
40.95,Bowrampet,1170.0,Under Construction,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
140.0,Gachibowli,2237.1499999999996,Ready To Move,Unfurnished,4,6,2,North,18.0,"Pooja Room,Servant Room",0-1,20.0,high
28.35,Ghatkesar,1050.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
68.47,Kompally,1245.0,Under Construction,Unfurnished,3,3,2,West,3.0,Pooja Room,0-1,10.0,premium
41.77,Bowrampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
79.0,Tolichowki,1850.0,Ready To Move,Unfurnished,3,2,1,South West,6.0,Pooja Room,2-4,10.0,high
56.0,Bachupally,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
56.0,Patancheru,1350.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,low
71.66,Nagole,1303.0,Under Construction,Unfurnished,3,3,1,West,3.0,"Pooja Room,Study Room",0-1,5.0,premium
130.0,Gandipet,2237.1499999999996,Under Construction,Furnished,3,3,2,East,1.0,Pooja Room,0-1,20.0,high
75.0,Gajularamaram,1980.0,Ready To Move,Unfurnished,3,2,1,South West,6.0,Pooja Room,2-4,20.0,high
41.74,Bowrampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,9.0,premium
140.0,Abids,1200.0,Ready To Move,Unfurnished,3,4,1,East,1.0,"Study Room,Extra Room",2-4,2.0,premium
55.0,Miyapur,1100.0,Ready To Move,Furnished,2,2,1,North,2.0,Extra Room,0-1,4.0,premium
75.0,Mokila,1050.0,Ready To Move,Unfurnished,2,2,2,East,18.0,Pooja Room,0-1,3.0,premium
42.48,Bowrampet,1180.0,Ready To Move,Semi-Furnished,2,2,1,West,7.0,Pooja Room,0-1,9.0,premium
32.5,Shamirpet,1250.0,Under Construction,Semi-Furnished,2,2,1,North East,4.0,Servant Room,2-4,9.0,premium
40.6,Kollur,1450.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,low
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,1.0,high
37.5,Ghatkesar,1050.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,4.0,premium
37.5,Ghatkesar,1050.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,4.0,premium
100.0,Nacharam,1450.0,Ready To Move,Furnished,2,2,2,East,3.0,"Pooja Room,Study Room",2-4,4.0,low
75.0,Patancheru,1050.0,Ready To Move,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,5.0,premium
47.74,Kollur,1705.0,Under Construction,Unfurnished,3,3,3,East,5.0,Pooja Room,0-1,9.0,low
42.28,Bowrampet,1175.0,Ready To Move,Semi-Furnished,2,2,1,East,7.0,Pooja Room,0-1,9.0,premium
42.45,Bowrampet,1180.0,Ready To Move,Semi-Furnished,2,2,1,West,8.0,Pooja Room,0-1,9.0,premium
21.1,Kollur,1055.0,Under Construction,Unfurnished,2,2,1,East,5.0,Study Room,0-1,15.0,premium
51.61,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,West,9.0,Pooja Room,0-1,20.0,premium
42.0,Kollur,1160.0,Ready To Move,Semi-Furnished,2,2,1,North,5.0,Pooja Room,0-1,5.0,premium
130.0,Kondapur,1760.0,Ready To Move,Furnished,3,3,2,North West,3.0,Pooja Room,2-4,5.0,low
58.09,Peerzadiguda,1351.0,Under Construction,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,20.0,low
99.0,Alwal,1800.0,Ready To Move,Unfurnished,3,3,2,North West,2.0,Pooja Room,0-1,5.0,low
105.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,1.0,high
140.0,Dundigal,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,premium
41.28,Bowrampet,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
77.12,Pragathi Nagar,1365.0,Under Construction,Unfurnished,3,2,2,East,6.0,Pooja Room,0-1,7.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,North,18.0,Pooja Room,2-4,5.0,low
83.0,Abids,1960.0,Ready To Move,Unfurnished,3,2,1,South West,7.0,Pooja Room,2-4,10.0,high
46.8,Dundigal,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,7.0,premium
62.18,Gajularamaram,1233.0,Under Construction,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
44.0,Gandi Maisamma,1100.0,Under Construction,Unfurnished,2,2,2,East,2.0,"Pooja Room,Extra Room",0-1,5.0,premium
75.07,Nagole,1365.0,Under Construction,Unfurnished,3,3,2,West,3.0,"Pooja Room,Study Room",0-1,5.0,low
41.76,Bowrampet,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
100.0,Dundigal,1100.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,2-4,5.0,premium
61.87,Kphb,1125.0,Under Construction,Unfurnished,2,2,2,East,6.0,"Pooja Room,Study Room,Extra Room",0-1,14.0,premium
53.34,Chandanagar,1170.0,Ready To Move,Semi-Furnished,2,2,1,West,6.0,Pooja Room,0-1,9.0,premium
32.06,Kollur,1145.0,Under Construction,Unfurnished,2,2,2,North East,5.0,Pooja Room,0-1,9.0,premium
43.56,Chowdhariguda,1210.0,Under Construction,Furnished,2,2,2,East,5.0,"Pooja Room,Servant Room,Study Room",2-4,15.0,premium
41.53,Bowrampet,1170.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
65.0,Pocharam,1300.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,2-4,5.0,premium
113.99999999999999,Kowkoor,1978.0,Under Construction,Unfurnished,3,3,2,West,4.0,Pooja Room,0-1,5.0,high
70.0,Patancheru,1000.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,2.0,premium
70.0,Nizampet,1215.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
12.8,Narayankhed,1000.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,4.0,premium
140.0,Hitech City,1750.0,Ready To Move,Unfurnished,2,2,1,North,1.0,Pooja Room,0-1,3.0,low
63.73,Pragathi Nagar,1275.0,Ready To Move,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,5.0,premium
140.0,Gundlapochampalli,2237.1499999999996,Under Construction,Unfurnished,3,3,2,West,1.0,Pooja Room,0-1,7.0,high
63.58,Nagole,1156.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Study Room",0-1,5.0,premium
50.0,Patancheru,1250.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
51.61,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,West,9.0,Pooja Room,0-1,20.0,premium
53.08,Pragathi Nagar,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
51.61,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,20.0,premium
65.0,Kapra,1490.0,Ready To Move,Unfurnished,3,2,1,West,4.0,"Pooja Room,Study Room",0-1,5.0,low
120.0,Kompally,2015.0,Ready To Move,Unfurnished,3,3,2,North East,3.0,Pooja Room,0-1,5.0,high
117.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,3.0,Pooja Room,0-1,20.0,high
33.6,Velmala,1200.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,8.0,premium
43.7,Velmala,1150.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
52.0,Dundigal,1400.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,low
106.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,West,1.0,Pooja Room,0-1,1.0,high
140.0,Nagole,2050.0,Ready To Move,Unfurnished,3,3,1,North,3.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,high
90.0,Gachibowli,1998.0,Ready To Move,Unfurnished,3,3,2,North West,7.0,Study Room,2-4,15.0,high
42.1,Bowrampet,1170.0,Ready To Move,Semi-Furnished,2,2,1,East,7.0,Pooja Room,0-1,9.0,premium
58.17,Nagole,1058.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,6.0,premium
130.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North East,4.0,Pooja Room,0-1,20.0,high
98.0,Bandlaguda Jagir,1000.0,Ready To Move,Furnished,3,3,2,North West,7.0,Pooja Room,2-4,9.0,premium
70.0,Patancheru,1450.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,low
140.0,Somajiguda,2237.1499999999996,Ready To Move,Unfurnished,4,3,2,East,5.0,Study Room,0-1,5.0,high
40.6,Suraram,1160.0,Under Construction,Unfurnished,2,2,1,East,3.0,Extra Room,0-1,4.0,premium
53.55,Bachupally,1260.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,20.0,premium
52.87,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,East,9.0,Pooja Room,0-1,20.0,premium
42.0,Hayathnagar,972.0,Under Construction,Unfurnished,2,2,1,East,18.0,"Servant Room,Study Room",0-1,5.0,premium
50.0,Patancheru,1200.0,Under Construction,Unfurnished,2,2,1,North East,1.0,"Pooja Room,Extra Room",0-1,1.0,premium
90.0,Moinabad,1968.0,Ready To Move,Semi-Furnished,3,2,1,North West,6.0,Extra Room,2-4,15.0,high
44.75,Kapra,895.0,Under Construction,Unfurnished,2,2,2,East,1.0,Pooja Room,0-1,5.0,premium
68.64,Pragathi Nagar,1215.0,Under Construction,Unfurnished,2,2,2,East,5.0,Pooja Room,0-1,7.0,premium
63.0,Patancheru,1150.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
35.0,Suraram,1000.0,Under Construction,Unfurnished,2,2,1,East,3.0,Extra Room,0-1,5.0,premium
140.0,Kondapur,2237.1499999999996,Ready To Move,Furnished,3,3,2,East,1.0,"Pooja Room,Study Room",2-4,15.0,high
140.0,Meerpet,1000.0,Ready To Move,Furnished,2,2,1,South,1.0,Pooja Room,2-4,2.0,premium
74.58,Manikonda,1286.0,Ready To Move,Unfurnished,3,3,2,North,18.0,Servant Room,0-1,5.0,premium
53.1,Chandanagar,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,7.0,Pooja Room,0-1,9.0,premium
52.92,Bachupally,1260.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,20.0,premium
65.0,Malkajgiri,1050.0,Ready To Move,Semi-Furnished,2,2,1,East,1.0,Pooja Room,0-1,3.0,premium
24.31,Medchal,1105.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,5.0,premium
46.0,Kompally,1165.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,6.0,premium
60.0,Bachupally,1500.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,7.0,low
69.0,Hafeezpet,1285.0,Ready To Move,Unfurnished,2,2,1,West,2.0,Pooja Room,0-1,5.0,premium
85.0,Humayun Nagar,1450.0,Ready To Move,Unfurnished,2,2,2,North East,3.0,Study Room,0-1,7.0,low
68.0,Medchal,1987.0,Ready To Move,Unfurnished,3,2,1,South West,4.0,Extra Room,2-4,10.0,high
36.15,Patancheru,1130.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
61.0,Suraram,1250.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,4.0,premium
99.99,Gachibowli,1455.0,Under Construction,Unfurnished,3,2,1,East,9.0,Pooja Room,0-1,20.0,low
90.0,Ameenpur,1000.0,Ready To Move,Unfurnished,4,2,1,East,3.0,"Pooja Room,Study Room",0-1,6.0,premium
43.98,Dundigal,1100.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,7.0,premium
55.0,Bachupally,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
37.0,Velmala,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Extra Room",0-1,5.0,premium
80.0,Kondapur,1100.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
43.2,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,8.0,Pooja Room,0-1,9.0,premium
51.61,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,West,18.0,Pooja Room,0-1,20.0,premium
35.42,Kollur,1265.0,Under Construction,Unfurnished,2,2,2,North,4.0,Pooja Room,0-1,5.0,premium
40.93,Bowrampet,1170.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,9.0,premium
114.99999999999999,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,1.0,high
80.0,Gachibowli,1965.0,Ready To Move,Unfurnished,3,2,1,West,6.0,Pooja Room,2-4,15.0,high
42.35,Narapally,1210.0,Under Construction,Unfurnished,2,1,1,East,2.0,Pooja Room,0-1,20.0,premium
65.0,Nizampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,North,6.0,Pooja Room,2-4,10.0,premium
89.5,Alwal,1790.0,Ready To Move,Unfurnished,3,3,2,North East,1.0,Pooja Room,0-1,5.0,low
39.9,Suraram,1140.0,Under Construction,Unfurnished,2,2,1,East,4.0,Study Room,0-1,5.0,premium
80.0,Manikonda,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,6.0,Pooja Room,2-4,1.0,premium
38.5,Medchal,1100.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Study Room,Extra Room",0-1,1.0,premium
111.00000000000001,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,South West,1.0,Pooja Room,0-1,1.0,high
95.0,Kukatpally,1986.0,Ready To Move,Unfurnished,3,2,1,South East,7.0,Extra Room,2-4,15.0,high
140.0,Gandipet,2237.1499999999996,Under Construction,Furnished,4,4,2,East,2.0,Pooja Room,0-1,20.0,high
56.23,Pragathi Nagar,1125.0,Ready To Move,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,5.0,premium
40.0,Shadnagar,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,premium
58.19,Nagole,1058.0,Under Construction,Unfurnished,2,2,1,North,3.0,"Pooja Room,Study Room",0-1,5.0,premium
72.9,Suraram,1620.0,Under Construction,Unfurnished,3,3,1,East,18.0,Extra Room,0-1,5.0,low
77.25,Manikonda,1246.0,Ready To Move,Unfurnished,3,3,1,North,6.0,Pooja Room,0-1,20.0,premium
80.0,Begumpet,1000.0,Ready To Move,Unfurnished,2,2,2,North East,5.0,Extra Room,2-4,4.0,premium
80.0,Uppal,1000.0,Ready To Move,Unfurnished,2,2,1,North East,5.0,Extra Room,2-4,5.0,premium
140.0,Bachupally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North East,1.0,Pooja Room,0-1,15.0,high
35.0,Beeramguda,1050.0,Under Construction,Unfurnished,2,2,2,East,2.0,"Pooja Room,Study Room",0-1,3.0,premium
58.0,Mehdipatnam,1000.0,Ready To Move,Unfurnished,2,2,2,North East,5.0,Extra Room,2-4,5.0,premium
54.28,Pragathi Nagar,1180.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
65.47,Bachupally,1559.0,Ready To Move,Semi-Furnished,2,2,1,East,8.0,Pooja Room,0-1,20.0,low
43.2,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
140.0,Tarnaka,1000.0,Ready To Move,Furnished,2,2,1,South,2.0,Pooja Room,2-4,3.0,premium
54.13,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,East,18.0,Pooja Room,0-1,20.0,premium
42.48,Bowrampet,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
54.13,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,East,9.0,Pooja Room,0-1,20.0,premium
52.87,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,West,9.0,Pooja Room,0-1,20.0,premium
52.2,Pragathi Nagar,1160.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
65.0,Kompally,1215.0,Ready To Move,Unfurnished,2,2,1,West,18.0,Pooja Room,0-1,5.0,premium
109.00000000000001,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North West,1.0,Pooja Room,0-1,1.0,high
82.8,Bachupally,1800.0,Under Construction,Unfurnished,3,3,1,East,6.0,"Pooja Room,Study Room,Extra Room",0-1,20.0,low
70.0,Kadthal,1600.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,8.0,low
46.0,Kollur,1180.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
84.73,Serilingampally,1130.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
125.0,Kondapur,1760.0,Ready To Move,Furnished,3,3,2,North West,3.0,Pooja Room,2-4,5.0,low
52.0,Ibrahimpatnam,1000.0,Under Construction,Unfurnished,3,3,3,Garden Facing,2.0,Extra Room,0-1,6.0,premium
109.00000000000001,Kondapur,1525.0,Under Construction,Unfurnished,3,3,2,East,18.0,"Pooja Room,Study Room,Extra Room",0-1,12.0,low
48.2,Chanda Nagar,1205.0,Under Construction,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,20.0,premium
80.0,Dundigal,1200.0,Ready To Move,Semi-Furnished,2,3,1,East,2.0,Pooja Room,2-4,3.0,premium
